update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,679.1480581712531,3,0.1266796886920929,0.2751140352459139,0.0,0.8762500286102295,10.8125,26.47456031268508,0.0,100.0,1.378558561205864,0.14350956305861473,0.008606118732132018,0.0045859502570237964,0.0417087402115858,0.1266796886920929,0.2751140352459139,0.0,0.8762500286102295
